,A4.counts.txt,A5.counts.txt,A6.counts.txt,C4.counts.txt,C5.counts.txt,C9.counts.txt,D4.counts.txt,D5.counts.txt,D6.counts.txt,E10.counts.txt,E11.counts.txt,E3.counts.txt,F7.counts.txt,F8.counts.txt,F9.counts.txt,H1.counts.txt,H11.counts.txt,H15.counts.txt,I1.counts.txt,I2.counts.txt,I3.counts.txt,J13.counts.txt,J14.counts.txt,J15.counts.txt,K1.counts.txt,K2.counts.txt,K3.counts.txt,L6.counts.txt,L7.counts.txt,L8.counts.txt,M1.counts.txt,M2.counts.txt,M3.counts.txt,N4.counts.txt,N5.counts.txt,N6.counts.txt,O1.counts.txt,O2.counts.txt,P1.counts.txt,P2.counts.txt,P3.counts.txt,Q1.counts.txt,Q11.counts.txt,Q4.counts.txt,R7.counts.txt,R8.counts.txt,R9.counts.txt
evm.TU.chromosome_13.598,1,26,40,67,12,23,54,151,39,31,12,23,7,50,39,39,41,58,84,78,27,58,84,23,11,75,29,44,89,19,43,39,27,41,217,33,56,80,38,95,39,28,32,95,31,73,27
evm.TU.chromosome_13.599,0,7,6,16,6,8,3,20,11,5,2,4,6,4,17,2,2,15,15,18,6,15,13,10,3,15,5,8,13,7,16,8,8,13,66,8,14,15,12,17,18,4,9,14,6,20,6
evm.TU.chromosome_13.6,1,0,1,1,0,0,0,1,0,0,1,3,0,1,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,3,0,1,0,0,0,1,1,0,0,0,0,0
evm.TU.chromosome_13.60,0,0,2,4,2,6,2,3,2,5,10,6,1,0,3,5,0,6,3,1,2,2,2,0,0,2,0,2,1,4,3,0,0,3,10,5,4,0,6,1,3,9,6,12,2,1,1
evm.TU.chromosome_13.600,0,10,26,0,3,2,11,12,9,4,4,3,9,4,24,11,1,12,37,21,13,6,9,2,2,3,7,18,20,10,32,1,7,14,25,6,11,5,14,4,8,10,16,39,5,4,0
evm.TU.chromosome_13.601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.602,0,2,2,0,3,0,2,6,2,3,0,0,0,1,3,5,4,7,7,5,2,5,10,2,0,7,3,4,4,3,8,0,8,9,38,2,13,10,14,12,8,6,3,13,1,6,1
evm.TU.chromosome_13.603,4,9,30,27,18,21,6,54,20,15,7,14,12,12,32,12,23,30,31,19,4,29,46,13,6,31,17,15,19,8,24,12,16,20,156,0,13,19,16,22,19,6,17,59,14,54,7
evm.TU.chromosome_13.604,0,2,8,5,7,3,1,3,2,2,0,0,4,2,8,3,2,12,11,6,1,15,7,10,1,12,6,6,9,7,17,5,6,17,51,5,9,15,7,8,6,3,13,12,5,9,0
evm.TU.chromosome_13.605,0,7,3,3,8,3,6,1,4,5,1,6,1,0,7,5,4,10,15,5,4,7,10,3,7,1,2,6,7,4,18,3,1,4,19,1,8,1,6,8,5,2,3,6,14,3,1
evm.TU.chromosome_13.606,0,1,0,1,0,1,0,0,0,3,2,5,0,1,4,3,1,3,1,2,6,1,0,0,0,1,0,0,0,0,2,0,0,2,1,2,2,1,3,0,1,1,0,3,1,3,0
evm.TU.chromosome_13.607,0,7,4,8,3,2,3,11,0,4,4,6,1,2,6,3,2,3,12,7,2,5,8,5,0,2,1,6,4,2,5,4,1,7,14,2,7,10,3,5,1,2,4,15,6,3,1
evm.TU.chromosome_13.608,3,34,105,7,9,29,29,19,66,7,38,39,22,8,52,20,2,57,81,13,32,72,14,19,5,5,17,42,10,49,102,15,43,63,45,10,28,19,45,11,44,19,43,36,38,14,8
evm.TU.chromosome_13.609,0,8,13,7,2,7,3,0,1,2,12,6,3,0,9,5,0,9,10,1,11,9,3,3,3,3,1,5,2,3,10,1,1,7,8,3,4,1,11,6,6,5,14,3,6,7,2
evm.TU.chromosome_13.61,3,21,36,24,22,33,10,52,30,19,20,32,18,10,43,34,15,50,35,12,26,60,57,19,8,25,15,15,16,25,60,14,19,54,178,28,68,67,66,35,46,20,26,97,17,36,9
evm.TU.chromosome_13.610,0,2,1,1,3,1,2,1,2,1,1,0,5,1,3,1,0,1,4,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,2,0,1,4,1,0,0,0
evm.TU.chromosome_13.611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.612,0,20,0,0,0,0,0,0,1,11,6,7,1,12,13,1,0,4,17,4,8,1,1,0,2,0,5,8,15,3,7,0,2,0,0,0,0,0,0,0,0,2,2,0,28,8,27
evm.TU.chromosome_13.613,0,41,18,0,0,0,4,6,24,8,4,10,2,14,36,1,0,18,31,6,19,0,1,0,2,1,3,6,17,10,20,3,7,0,0,0,0,0,0,0,0,0,1,0,29,36,72
evm.TU.chromosome_13.614,0,2,2,0,2,0,1,1,1,0,3,1,0,4,3,1,0,0,11,3,4,11,2,2,0,0,1,2,2,1,5,1,3,1,3,0,0,2,2,1,1,2,4,6,2,2,0
evm.TU.chromosome_13.615,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0
evm.TU.chromosome_13.616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.617,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
evm.TU.chromosome_13.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,1,0,0,0,1,1,0
evm.TU.chromosome_13.620,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
evm.TU.chromosome_13.621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.622,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.623,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.625,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,0,0,2,1,0,1,0,1,0,0,1,0,0,0,0
evm.TU.chromosome_13.626,5,14,42,25,19,29,6,18,29,18,7,37,9,7,32,22,30,67,80,78,20,48,97,23,11,135,32,34,78,28,34,15,28,87,424,31,105,62,89,136,97,34,27,26,21,35,13
evm.TU.chromosome_13.627,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.628,0,3,3,0,0,0,2,2,0,0,0,0,0,1,1,0,1,0,3,3,1,2,0,2,0,0,0,1,4,1,0,0,0,2,0,1,0,0,0,0,0,1,2,5,0,0,1
evm.TU.chromosome_13.629,0,15,14,0,9,8,12,2,10,0,11,17,9,6,25,10,1,22,19,4,11,21,3,5,1,5,12,11,9,7,26,2,18,10,4,9,19,4,12,5,12,4,33,3,14,3,5
evm.TU.chromosome_13.63,0,1,4,1,1,5,1,4,3,1,3,8,1,1,3,2,1,7,7,1,1,8,0,2,1,1,1,2,1,5,11,2,1,3,6,3,1,3,3,1,4,1,6,2,0,1,0
evm.TU.chromosome_13.630,0,1,1,0,0,1,1,1,2,1,1,0,4,0,5,5,3,4,2,2,0,2,2,0,5,3,2,3,0,1,3,0,2,0,0,0,1,2,3,0,1,1,3,1,1,1,0
evm.TU.chromosome_13.631,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
evm.TU.chromosome_13.632,0,20,10,9,13,37,11,12,17,27,4,28,38,17,26,16,5,8,34,25,5,21,25,5,8,13,9,15,10,26,60,12,12,58,85,23,51,40,35,34,21,6,14,36,11,31,3
evm.TU.chromosome_13.633,0,2,5,3,1,2,3,11,5,1,1,0,2,0,2,3,1,11,3,1,0,5,3,2,2,2,0,0,1,0,3,1,2,4,13,1,6,4,6,2,6,3,3,2,2,2,0
evm.TU.chromosome_13.634,0,10,14,2,4,6,5,4,6,4,3,7,4,1,16,5,1,12,13,3,4,16,11,1,1,2,4,7,5,6,11,0,7,10,18,6,9,11,16,7,8,9,16,10,11,1,3
evm.TU.chromosome_13.635,0,2,2,3,0,2,1,2,3,2,2,1,1,3,2,2,1,2,8,2,0,3,1,3,0,1,0,2,2,0,4,1,2,1,7,0,5,1,0,1,0,0,0,5,1,3,1
evm.TU.chromosome_13.636,0,2,5,13,3,10,9,15,3,20,11,4,4,8,7,8,3,17,16,5,4,11,12,8,1,4,5,7,3,5,8,0,5,13,22,6,15,5,16,5,9,7,10,25,5,4,2
evm.TU.chromosome_13.637,0,0,5,9,2,7,3,22,2,8,2,4,0,3,10,6,2,5,11,5,3,6,17,4,1,6,3,3,14,3,10,6,3,6,37,2,6,12,11,6,3,6,12,64,4,10,1
evm.TU.chromosome_13.638,1,9,4,9,3,7,4,5,5,13,7,5,8,3,7,13,1,11,7,3,5,14,20,6,0,8,13,8,5,5,17,3,12,13,17,7,19,10,15,5,14,7,9,14,8,6,4
evm.TU.chromosome_13.639,0,2,2,1,3,0,3,0,3,1,1,0,1,1,2,1,0,0,8,2,2,1,3,2,0,2,0,0,0,1,0,1,0,4,3,0,6,1,2,0,0,1,2,3,0,0,0
evm.TU.chromosome_13.64,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.640,0,0,6,8,0,3,1,3,4,0,1,0,0,0,2,0,1,0,1,3,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0
evm.TU.chromosome_13.641,0,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,2,8,7,2,2,9,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3,3
evm.TU.chromosome_13.642,0,0,5,1,1,1,2,3,1,0,0,1,0,0,0,0,1,2,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,4,1,1,2,6,4,0,0,2,1,0,0,0
evm.TU.chromosome_13.643,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,3
evm.TU.chromosome_13.644,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
evm.TU.chromosome_13.645,0,1,0,0,0,0,0,1,0,0,1,0,1,0,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,2
evm.TU.chromosome_13.646,0,0,1,0,0,1,1,1,5,0,0,2,1,0,1,1,0,1,2,0,1,3,0,1,0,0,1,2,0,4,4,2,3,1,3,2,4,1,1,0,0,0,1,2,0,1,0
evm.TU.chromosome_13.647,2,0,6,1,14,2,2,1,6,1,4,6,2,1,1,1,0,10,2,0,2,10,1,5,0,0,2,3,0,2,2,0,1,1,3,0,1,2,4,0,14,0,0,1,1,0,0
evm.TU.chromosome_13.648,0,0,2,2,9,4,5,0,1,0,0,4,0,0,1,0,0,0,4,0,0,1,0,0,0,0,0,3,1,0,2,0,2,4,2,4,4,0,4,2,6,1,2,0,1,0,0
evm.TU.chromosome_13.649,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
evm.TU.chromosome_13.65,1,5,0,0,0,0,2,0,0,0,1,0,1,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,1,1,1,0,1
evm.TU.chromosome_13.650,0,0,0,0,1,0,1,1,1,0,0,3,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0
evm.TU.chromosome_13.651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
evm.TU.chromosome_13.652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.653,0,0,4,2,6,6,3,8,7,0,3,3,4,1,3,1,0,1,16,2,5,5,1,3,0,0,1,10,1,4,7,3,1,6,14,1,15,2,3,2,6,0,0,5,2,2,1
evm.TU.chromosome_13.654,3,7,34,12,19,21,14,12,23,7,10,13,6,1,28,4,2,22,51,9,19,35,14,13,4,7,8,18,6,13,17,2,17,18,26,11,26,6,22,7,29,22,30,27,13,18,7
evm.TU.chromosome_13.655,0,4,9,2,1,1,4,24,12,1,0,4,0,0,0,0,0,2,0,0,0,11,5,2,0,2,0,14,7,16,28,2,17,1,1,0,0,0,1,1,1,0,0,0,1,0,0
evm.TU.chromosome_13.656,0,0,1,0,1,0,1,5,8,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,2,3,0,4,1,4,0,0,0,0,0,0,0,0,2,0,1,1,0,0
evm.TU.chromosome_13.657,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
evm.TU.chromosome_13.659,1,21,34,30,12,7,8,31,19,14,8,19,10,13,23,13,10,25,28,17,12,33,39,11,1,19,9,18,13,9,35,10,13,12,67,6,24,23,15,19,10,8,23,53,12,28,11
evm.TU.chromosome_13.66,0,1,1,0,1,4,4,1,2,0,5,0,0,2,3,1,0,2,6,2,3,6,1,0,1,0,0,3,0,6,5,0,3,2,1,0,1,0,2,1,0,3,3,2,3,1,2
evm.TU.chromosome_13.660,0,3,1,4,1,4,0,8,3,6,0,0,1,3,4,1,3,3,4,8,2,9,9,2,0,5,5,1,5,1,8,4,1,2,33,1,6,10,5,5,1,1,3,6,4,6,2
evm.TU.chromosome_13.661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.662,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,1,1,0,2,0,2,0,1,1,0,0,0,0,1,0,0,0,0
evm.TU.chromosome_13.663,0,1,12,0,0,1,9,6,18,3,5,12,0,0,0,1,0,1,7,0,1,5,2,1,0,0,1,1,1,0,5,2,1,0,2,0,0,3,0,0,0,0,5,1,1,4,2
evm.TU.chromosome_13.664,0,0,0,4,1,1,0,0,1,0,0,0,4,2,5,1,0,0,12,4,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,13,5,4,2
evm.TU.chromosome_13.665,0,5,8,5,3,8,8,14,8,6,5,4,2,4,7,7,4,7,11,9,4,12,8,5,3,4,2,5,7,4,18,2,3,7,19,2,4,8,5,4,2,3,2,27,8,7,1
evm.TU.chromosome_13.666,0,0,0,5,1,3,1,1,0,0,2,1,1,0,4,2,0,0,0,0,0,6,6,0,0,2,0,2,1,3,11,2,2,2,0,3,0,0,0,0,1,0,5,7,1,4,0
evm.TU.chromosome_13.667,0,1,1,3,0,4,1,1,4,2,5,5,0,0,6,1,0,0,7,0,1,6,2,1,0,0,1,0,0,0,3,0,2,2,3,1,0,1,4,1,2,0,3,1,2,2,1
evm.TU.chromosome_13.668,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.669,0,5,11,9,8,6,12,14,15,9,5,6,9,4,17,5,3,11,31,6,6,20,24,7,0,5,1,17,13,12,44,3,15,18,34,6,21,15,6,3,12,14,4,38,11,18,13
evm.TU.chromosome_13.67,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0
evm.TU.chromosome_13.670,0,7,19,16,8,10,7,24,22,19,10,16,4,8,20,9,8,30,22,14,11,12,23,3,0,17,7,25,31,13,37,18,20,17,61,11,19,16,11,13,13,8,19,52,10,18,10
evm.TU.chromosome_13.671,0,0,0,1,1,0,2,4,1,0,0,0,0,0,5,2,0,1,3,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,7,3,18,0,0,0
evm.TU.chromosome_13.672,2,22,18,24,13,14,24,45,20,23,25,30,9,10,49,26,10,41,54,26,10,43,28,11,7,31,24,23,34,29,54,6,33,22,66,12,36,17,24,24,26,15,44,67,26,23,17
evm.TU.chromosome_13.673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
evm.TU.chromosome_13.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.678,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.679,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
evm.TU.chromosome_13.68,0,0,1,0,0,2,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,2,0,2,0,0,0,2,0,2,1,0,1,3,10,4,7,0,3,2,6,0,3,0,1,3,0
evm.TU.chromosome_13.680,0,2,3,0,7,11,2,3,7,2,6,7,0,2,4,3,1,12,14,5,4,2,2,0,0,2,6,8,7,3,7,1,2,0,1,1,4,3,4,2,6,2,10,6,1,0,0
evm.TU.chromosome_13.681,1,0,10,13,17,30,19,12,18,2,5,14,12,8,15,3,1,2,176,30,19,33,30,33,5,1,2,170,30,21,121,19,13,306,279,63,319,103,273,122,141,26,17,39,81,20,19
evm.TU.chromosome_13.682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.683_evm.TU.chromosome_13.684,0,6,16,8,4,9,10,7,9,5,20,17,6,1,20,6,3,8,28,10,14,17,15,8,1,4,3,10,10,5,35,2,16,6,29,2,11,3,9,10,4,29,34,29,17,8,1
evm.TU.chromosome_13.685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.686,0,4,14,8,7,10,18,13,7,4,12,5,10,2,14,6,1,7,26,9,2,26,11,4,6,1,1,21,5,4,31,0,6,9,7,4,4,1,7,3,5,7,21,23,30,5,12
evm.TU.chromosome_13.687,0,2,3,1,2,1,0,0,3,2,1,3,1,2,5,3,0,2,7,7,2,3,9,0,0,1,0,5,4,2,10,1,0,4,9,1,5,0,3,1,1,0,2,2,2,3,1
evm.TU.chromosome_13.688,1,48,19,16,18,34,17,42,19,33,21,28,2,26,23,20,13,55,99,59,27,45,46,12,10,51,18,34,34,14,33,15,16,29,101,20,48,41,42,34,29,30,37,98,43,41,16
evm.TU.chromosome_13.689,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
evm.TU.chromosome_13.69,3,15,40,63,11,16,18,79,27,72,23,36,12,36,40,14,10,53,46,26,16,40,70,24,5,28,7,19,42,20,43,13,24,42,208,9,62,37,52,65,27,23,51,98,14,47,7
evm.TU.chromosome_13.690,0,2,0,0,0,0,1,3,1,2,0,2,1,1,0,0,0,1,4,1,1,4,6,0,1,4,0,0,1,0,1,1,1,0,3,2,2,0,1,2,0,0,2,3,2,3,1
evm.TU.chromosome_13.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.692,0,12,4,11,3,23,5,8,4,15,3,3,3,27,11,5,6,11,29,36,11,10,37,3,1,23,7,6,23,0,6,6,3,8,51,11,21,13,24,38,21,20,13,81,3,12,11
evm.TU.chromosome_13.693,0,3,11,3,4,2,4,4,2,2,2,2,2,0,7,0,0,4,10,0,6,6,4,7,0,1,4,0,1,1,4,0,1,2,5,0,2,3,1,0,3,0,3,0,2,5,1
evm.TU.chromosome_13.694,1,1,6,0,1,0,2,0,6,1,2,7,1,3,6,0,1,2,1,0,0,0,3,0,0,1,1,0,0,0,2,1,2,6,7,1,6,9,4,3,0,2,6,6,0,4,6
evm.TU.chromosome_13.695,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.696,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,6,1,8,2,6,4,3,0,1,6,0,0,0
evm.TU.chromosome_13.697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.698,0,0,1,0,2,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,3,0,2,6,1,1,4,4,1,11,2,8,1,1,0,1,1,0,0,1
evm.TU.chromosome_13.699,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
evm.TU.chromosome_13.7,0,0,0,0,1,0,0,5,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,2,0,2,3,0,1,7,2,0,4,1,2,0,1,0,1,2,1,0
evm.TU.chromosome_13.70,0,1,0,8,0,2,0,14,0,4,2,3,0,0,0,4,3,0,1,10,0,2,10,0,1,9,0,2,3,0,4,1,1,0,27,0,1,6,2,5,0,1,2,18,1,3,0
evm.TU.chromosome_13.700,0,0,4,7,3,4,4,12,6,18,8,6,3,10,20,11,7,7,6,5,3,21,17,11,3,13,6,5,9,1,14,6,2,8,32,3,17,8,12,7,3,10,12,20,11,11,7
evm.TU.chromosome_13.701,0,9,12,9,9,15,12,20,10,12,3,2,4,7,15,6,2,12,18,15,7,13,16,2,2,1,3,7,7,1,15,3,2,7,27,4,9,9,10,13,6,6,1,17,6,2,2
evm.TU.chromosome_13.702,0,4,6,0,0,0,0,1,4,2,1,2,1,1,1,1,0,3,3,2,1,2,2,0,0,2,1,0,2,0,1,0,0,4,9,0,2,0,0,5,2,0,2,5,0,4,0
evm.TU.chromosome_13.703,0,0,8,2,0,1,0,2,4,0,1,0,0,0,2,0,0,2,3,0,1,1,3,1,0,2,1,0,1,3,1,1,0,9,10,2,0,1,0,1,3,2,2,6,0,0,1
evm.TU.chromosome_13.704,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3,0,1,0,2,0,0,0,0,0,0
evm.TU.chromosome_13.705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
evm.TU.chromosome_13.706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
evm.TU.chromosome_13.707,0,0,4,1,2,1,1,0,4,0,1,1,2,0,2,0,0,0,2,0,1,3,1,0,0,1,0,0,0,0,0,0,0,4,0,1,1,1,1,1,1,0,1,1,0,0,1
evm.TU.chromosome_13.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
